account_id,industry,employees,annual_revenue_m,account_tier,existing_customer,tech_stack_maturity,website_visits_30d,pricing_page_visits_30d,content_downloads_30d,competitor_page_visits_30d,decision_maker_engaged,num_stakeholders_engaged,days_since_last_visit,fit_score,intent_score,opportunity_created
ACC2297,Technology,1583,188.2,Enterprise,0,3.0,5,2,0,2,0,3,7,57.0,34.8,0
ACC2298,Healthcare,179,41.2,Mid-Market,0,5.2,3,1,3,0,0,2,1,29.8,27.4,0
ACC2299,Manufacturing,259,21.6,Mid-Market,0,8.4,11,1,1,1,0,3,9,41.1,36.0,1
ACC2300,Technology,75,15.6,SMB,0,5.8,8,2,1,0,0,3,2,52.9,35.3,0
ACC2301,Education,1123,180.3,Enterprise,0,5.5,5,2,1,1,0,0,6,39.1,25.5,0
ACC2302,Technology,581,90.6,Mid-Market,0,8.8,7,3,1,1,0,3,9,67.3,41.9,0
ACC2303,Healthcare,3052,247.8,Enterprise,0,2.6,7,3,1,1,0,2,6,46.5,40.1,0
ACC2304,Manufacturing,78,17.1,SMB,0,2.9,8,2,0,0,0,2,3,21.3,28.1,0
ACC2305,Retail,149,21.0,Mid-Market,0,2.3,8,2,1,2,1,4,15,19.9,57.6,0
ACC2306,Manufacturing,330,56.7,Mid-Market,0,6.2,5,6,4,1,0,1,19,34.4,58.4,0
ACC2307,Retail,567,110.6,Mid-Market,0,5.8,6,3,3,1,0,2,3,35.2,47.6,1
ACC2308,Financial Services,184,36.7,Mid-Market,0,8.6,7,1,5,1,1,2,16,63.1,54.7,1
ACC2309,Retail,78,18.9,SMB,0,6.0,8,1,5,0,0,1,4,31.6,38.4,0
ACC2310,Technology,769,131.0,Mid-Market,1,4.7,11,0,0,2,0,3,6,44.4,32.3,0
ACC2311,Retail,624,92.3,Mid-Market,0,5.5,9,1,2,1,0,7,2,34.7,51.4,0
ACC2312,Healthcare,74,17.9,SMB,0,5.7,10,3,1,0,0,1,9,30.5,35.5,0
ACC2313,Retail,1425,269.6,Enterprise,1,2.2,4,2,2,1,0,1,1,19.8,32.8,0
ACC2314,Financial Services,1120,146.4,Enterprise,1,10.0,5,0,3,1,0,4,8,65.0,32.5,1
ACC2315,Healthcare,291,29.5,Mid-Market,1,6.5,7,0,2,2,0,5,45,24.1,24.9,0
ACC2316,Healthcare,271,60.5,Mid-Market,0,5.9,5,2,3,2,0,0,14,32.9,35.0,0
ACC2317,Manufacturing,502,71.1,Mid-Market,0,6.7,12,1,1,1,1,5,22,37.6,52.9,1
ACC2318,Technology,79,15.2,SMB,0,6.9,13,1,0,0,0,0,6,56.6,22.5,0
ACC2319,Technology,254,40.6,Mid-Market,0,5.2,4,5,0,1,0,1,1,52.5,42.5,1
ACC2320,Technology,14,1.6,SMB,1,4.2,4,1,0,0,0,3,3,36.1,19.3,0
ACC2321,Technology,764,139.3,Mid-Market,0,6.7,8,2,1,1,0,1,0,62.0,35.1,0
ACC2322,Retail,32,2.9,SMB,0,6.3,15,2,3,0,1,4,6,32.1,69.4,0
ACC2323,Technology,1727,259.5,Enterprise,0,3.9,5,1,1,0,0,7,10,61.2,33.7,0
ACC2324,Education,159,27.5,Mid-Market,0,8.3,9,2,1,2,1,2,5,39.9,57.1,1
ACC2325,Financial Services,185,28.5,Mid-Market,0,6.1,8,1,1,1,0,0,8,54.9,23.2,0
ACC2326,Technology,108,22.4,Mid-Market,0,7.0,11,3,4,1,0,0,3,57.2,53.0,1
ACC2327,Manufacturing,168,37.1,Mid-Market,1,8.3,7,1,4,0,0,1,0,28.9,34.6,0
ACC2328,Manufacturing,1547,326.6,Enterprise,1,5.5,5,2,1,1,0,1,5,31.8,28.8,0
ACC2329,Financial Services,9,0.8,SMB,0,6.1,8,1,0,0,1,6,7,53.3,47.0,1
ACC2330,Healthcare,1286,145.3,Enterprise,0,7.1,12,2,2,0,1,5,40,45.9,50.7,0
ACC2331,Manufacturing,379,64.9,Mid-Market,0,4.1,3,2,2,0,0,3,4,27.9,31.1,1
ACC2332,Technology,50,11.9,SMB,0,5.6,8,2,3,1,0,1,11,52.0,38.6,0
ACC2333,Education,60,13.3,SMB,1,5.8,3,1,1,0,0,1,17,19.7,10.4,0
ACC2334,Education,2163,482.8,Enterprise,0,3.6,8,2,3,0,1,2,4,42.0,54.0,0
ACC2335,Manufacturing,71,9.3,SMB,0,10.0,14,1,0,0,0,0,26,44.7,16.2,1
ACC2336,Technology,54,8.3,SMB,0,2.7,9,2,2,1,0,3,4,42.5,44.8,0
ACC2337,Manufacturing,1073,171.7,Enterprise,0,2.9,7,1,2,0,1,2,35,30.1,30.7,0
ACC2338,Technology,379,40.5,Mid-Market,0,8.1,6,2,1,0,0,2,0,63.2,30.2,0
ACC2339,Technology,72,6.1,SMB,0,6.9,5,2,2,0,0,0,10,56.5,22.9,0
ACC2340,Technology,324,78.1,Mid-Market,0,3.4,4,4,2,0,1,3,15,47.2,54.6,0
ACC2341,Financial Services,64,7.7,SMB,0,6.7,9,4,1,2,0,1,3,55.8,52.0,1
ACC2342,Retail,1023,123.6,Enterprise,0,8.4,4,1,2,0,0,0,1,47.8,19.1,0
ACC2343,Manufacturing,972,91.5,Mid-Market,0,5.4,5,2,0,0,0,2,0,37.5,24.9,0
ACC2344,Manufacturing,488,116.1,Mid-Market,0,10.0,10,3,0,0,0,3,0,48.4,41.0,0
ACC2345,Financial Services,391,69.8,Mid-Market,0,2.1,6,2,2,1,0,1,7,43.5,33.4,0
ACC2346,Financial Services,2415,467.1,Enterprise,0,6.9,11,1,1,1,0,1,18,77.2,26.6,0
ACC2347,Financial Services,244,57.3,Mid-Market,0,7.8,15,1,1,1,0,1,0,61.0,39.5,0
ACC2348,Education,52,7.2,SMB,0,7.3,11,2,1,1,0,2,1,35.6,42.0,0
ACC2349,Technology,438,81.3,Mid-Market,1,5.1,6,1,1,0,0,6,0,42.8,36.1,0
ACC2350,Retail,3684,319.0,Enterprise,0,4.9,6,3,2,1,1,3,3,59.7,61.3,0
ACC2351,Healthcare,65,7.3,SMB,0,6.4,10,4,1,2,0,3,25,32.8,50.7,0
ACC2352,Financial Services,152,33.6,Mid-Market,0,7.1,12,3,0,0,0,2,3,57.9,39.8,1
ACC2353,Manufacturing,420,88.3,Mid-Market,0,6.7,6,3,0,1,1,4,5,36.9,55.6,0
ACC2354,Financial Services,228,31.8,Mid-Market,0,7.6,11,1,1,0,0,2,1,60.2,31.3,0
ACC2355,Retail,68,9.8,SMB,1,3.5,3,0,1,0,1,2,1,12.2,28.4,0
ACC2356,Retail,1051,179.4,Enterprise,0,5.0,9,1,0,0,0,5,2,36.8,32.9,0
ACC2357,Financial Services,4994,399.7,Enterprise,0,3.6,3,3,2,2,1,2,2,89.0,59.2,1
ACC2358,Technology,315,38.1,Mid-Market,0,4.7,8,1,2,2,0,4,1,51.4,46.4,0
ACC2359,Healthcare,75,8.7,SMB,0,7.5,20,4,3,0,1,3,15,36.5,82.0,1
ACC2360,Retail,32,3.9,SMB,0,5.7,5,3,2,1,0,0,6,30.2,35.2,0
ACC2361,Technology,342,74.2,Mid-Market,0,10.0,13,1,2,0,0,0,7,69.2,30.0,0
ACC2362,Healthcare,1027,131.0,Enterprise,0,5.9,7,1,2,0,0,1,4,39.6,25.3,0
ACC2363,Healthcare,453,51.0,Mid-Market,0,5.6,5,1,4,0,0,2,2,33.5,33.9,0
ACC2364,Manufacturing,243,40.3,Mid-Market,0,5.7,5,3,1,1,0,1,0,32.0,36.6,0
ACC2365,Technology,113,25.7,Mid-Market,0,4.2,4,3,4,1,0,2,0,48.0,49.8,0
ACC2366,Manufacturing,59,7.1,SMB,0,5.4,11,1,0,1,0,2,2,29.4,31.9,0
ACC2367,Retail,724,67.6,Mid-Market,0,7.8,8,3,3,1,0,3,18,43.2,47.6,0
ACC2368,Technology,802,112.8,Mid-Market,0,5.7,10,3,2,0,0,1,2,59.0,42.1,0
ACC2369,Technology,32,6.6,SMB,0,3.9,9,3,2,0,0,0,4,46.3,37.0,0
ACC2370,Education,1932,335.4,Enterprise,0,3.6,8,3,2,1,0,1,8,40.0,41.8,0
ACC2371,Technology,516,112.9,Mid-Market,0,4.6,6,2,2,1,0,2,7,52.8,36.3,1
ACC2372,Retail,1509,366.9,Enterprise,1,5.6,4,0,1,1,0,2,10,31.8,16.6,0
ACC2373,Financial Services,42,9.0,SMB,0,7.9,10,2,1,0,0,1,2,59.6,32.4,0
ACC2374,Technology,41,7.5,SMB,0,2.8,6,4,0,0,0,2,7,42.7,35.3,0
ACC2375,Retail,201,32.9,Mid-Market,0,4.9,6,1,2,0,0,1,14,29.0,19.9,0
ACC2376,Financial Services,470,40.8,Mid-Market,0,5.8,10,3,1,1,0,1,4,56.4,42.3,0
ACC2377,Healthcare,2528,625.3,Enterprise,0,1.8,5,2,1,1,0,3,35,39.3,22.9,0
ACC2378,Financial Services,612,88.9,Mid-Market,0,3.8,5,3,2,3,1,4,8,51.0,70.5,1
ACC2379,Healthcare,178,18.8,Mid-Market,0,4.1,8,1,0,1,0,1,11,26.2,21.1,0
ACC2380,Technology,64,12.4,SMB,0,3.9,4,2,3,0,0,0,6,46.5,26.9,0
ACC2381,Financial Services,1210,155.3,Enterprise,0,5.9,6,4,3,1,0,3,19,63.3,50.1,0
ACC2382,Education,69,12.4,SMB,0,5.2,10,1,0,2,0,1,6,28.8,30.8,0
ACC2383,Technology,2032,365.3,Enterprise,0,4.4,6,3,2,0,1,1,28,65.6,40.8,0
ACC2384,Manufacturing,169,26.3,Mid-Market,0,6.4,8,3,1,1,1,4,3,33.7,63.2,0
ACC2385,Financial Services,1934,429.6,Enterprise,0,8.9,17,3,0,1,0,1,20,79.6,42.4,0
ACC2386,Manufacturing,591,73.9,Mid-Market,0,8.8,7,3,1,2,0,4,10,45.3,49.3,0
ACC2387,Technology,204,31.9,Mid-Market,0,1.7,9,1,1,2,1,2,16,40.5,46.9,0
ACC2388,Education,124,21.3,Mid-Market,0,6.7,9,2,1,0,0,2,0,34.3,34.6,0
ACC2389,Financial Services,157,30.3,Mid-Market,0,5.1,5,2,1,1,1,2,3,51.3,47.1,1
ACC2390,Technology,427,91.1,Mid-Market,0,5.8,10,3,1,0,0,1,18,56.0,32.0,0
ACC2391,Technology,270,39.7,Mid-Market,1,4.7,2,1,2,1,0,3,3,40.0,29.1,0
ACC2392,Technology,113,21.5,Mid-Market,0,5.7,7,1,1,2,0,3,12,52.9,33.9,0
ACC2393,Healthcare,197,20.8,Mid-Market,0,5.8,2,2,1,0,0,1,48,31.9,2.7,0
ACC2394,Financial Services,271,64.6,Mid-Market,0,4.3,3,3,5,1,1,5,1,49.7,75.2,1
ACC2395,Retail,15,2.2,SMB,0,3.7,8,3,1,1,0,3,5,23.4,44.9,0
ACC2396,Financial Services,443,90.4,Mid-Market,0,4.6,7,2,0,1,0,1,1,52.2,29.4,0
ACC2397,Technology,68,5.7,SMB,0,6.0,9,1,3,0,0,3,1,53.5,39.1,0
ACC2398,Healthcare,54,6.2,SMB,0,6.7,6,2,1,0,0,1,10,33.7,23.4,0
ACC2399,Manufacturing,27,4.4,SMB,0,7.2,9,3,1,1,0,1,2,35.1,41.7,1
ACC2400,Technology,23,5.3,SMB,0,4.5,6,2,0,3,0,2,6,48.2,38.6,0
ACC2401,Technology,42,7.1,SMB,0,6.1,13,2,1,0,1,1,38,53.6,37.4,0
ACC2402,Technology,97,23.1,SMB,0,7.4,11,1,1,1,0,3,4,58.4,38.0,0
ACC2403,Manufacturing,3100,503.0,Enterprise,1,7.8,8,2,4,2,0,2,20,53.1,46.8,1
ACC2404,Manufacturing,123,20.1,Mid-Market,1,5.4,7,2,0,1,1,3,5,18.9,48.3,1
ACC2405,Financial Services,308,30.9,Mid-Market,0,5.1,9,2,0,0,0,6,3,52.7,41.3,1
ACC2406,Retail,411,89.0,Mid-Market,0,5.9,7,3,2,0,0,3,4,34.2,42.8,0
ACC2407,Retail,290,35.4,Mid-Market,0,3.2,3,1,3,1,0,3,1,24.2,35.2,0
ACC2408,Healthcare,221,51.5,Mid-Market,0,5.1,4,2,3,0,0,0,11,29.8,25.0,0
ACC2409,Retail,51,12.0,SMB,0,7.0,13,2,1,1,0,3,7,34.6,45.6,0
ACC2410,Technology,1613,387.7,Enterprise,0,6.8,12,3,2,1,0,2,9,69.8,50.1,1
ACC2411,Technology,2564,431.9,Enterprise,1,5.0,7,2,0,0,1,3,3,61.2,44.2,1
ACC2412,Technology,27,5.3,SMB,0,5.9,7,3,0,0,0,3,10,52.8,32.7,0
ACC2413,Technology,64,13.6,SMB,0,3.9,8,3,3,1,0,4,1,46.5,57.2,1
ACC2414,Healthcare,170,17.4,Mid-Market,0,6.9,10,1,0,0,0,2,10,35.3,22.4,0
ACC2415,Education,69,12.6,SMB,0,5.3,5,2,1,0,1,4,0,29.2,49.3,0
ACC2416,Technology,472,40.5,Mid-Market,0,4.9,3,2,0,1,0,0,5,53.4,19.0,0
ACC2417,Technology,94,15.5,SMB,0,4.8,3,4,3,0,0,1,9,49.8,38.9,1
ACC2418,Financial Services,4082,434.0,Enterprise,0,5.4,4,3,0,2,0,0,19,86.9,25.8,0
ACC2419,Education,1150,127.8,Enterprise,0,4.6,5,2,1,2,0,5,16,36.4,41.1,0
ACC2420,Financial Services,322,45.7,Mid-Market,0,6.8,12,1,2,1,0,1,7,58.4,36.3,0
ACC2421,Healthcare,929,142.6,Mid-Market,0,4.7,7,4,2,2,0,0,21,34.8,43.0,0
ACC2422,Technology,1030,191.5,Enterprise,0,8.7,10,1,2,1,0,3,7,70.9,39.2,0
ACC2423,Technology,117,10.8,Mid-Market,0,8.4,11,2,0,0,1,2,7,61.9,45.6,1
ACC2424,Education,84,13.9,SMB,0,3.7,7,1,2,3,0,3,12,24.0,42.6,0
ACC2425,Education,270,30.0,Mid-Market,0,5.6,5,1,0,0,0,0,21,31.9,5.0,0
ACC2426,Technology,750,133.2,Mid-Market,0,4.2,6,2,2,0,0,2,9,53.6,30.6,1
ACC2427,Education,293,55.2,Mid-Market,0,4.8,5,4,3,1,1,3,28,29.5,59.8,0
ACC2428,Healthcare,31,5.4,SMB,1,9.5,8,1,0,2,1,2,2,31.7,47.0,0
ACC2429,Retail,86,17.7,SMB,1,4.9,4,0,0,3,0,0,25,17.0,10.7,0
ACC2430,Financial Services,222,30.4,Mid-Market,0,6.2,9,1,3,1,0,2,2,55.5,40.7,0
ACC2431,Healthcare,221,46.4,Mid-Market,1,6.6,14,0,1,0,0,1,7,23.8,24.6,0
ACC2432,Financial Services,3178,488.0,Enterprise,0,3.5,3,3,1,1,0,0,15,72.7,24.9,0
ACC2433,Manufacturing,40,6.5,SMB,1,3.8,3,3,1,1,1,4,16,12.9,50.8,0
ACC2434,Technology,472,89.8,Mid-Market,0,3.1,7,1,0,3,0,1,3,47.5,32.5,0
ACC2435,Technology,1695,140.9,Enterprise,0,3.7,5,1,1,0,0,1,42,60.3,3.6,0
ACC2436,Financial Services,4688,896.2,Enterprise,0,1.0,4,2,3,2,0,0,0,77.7,39.0,0
ACC2437,Manufacturing,144,26.7,Mid-Market,0,6.6,7,2,0,1,0,4,0,34.1,38.5,0
ACC2438,Technology,463,61.4,Mid-Market,0,9.6,8,2,1,0,0,2,18,68.9,26.1,0
ACC2439,Manufacturing,513,48.5,Mid-Market,0,5.8,3,2,1,1,0,0,17,34.7,18.2,0
ACC2440,Education,315,30.1,Mid-Market,0,2.7,5,3,1,0,0,2,12,22.7,30.0,0
ACC2441,Technology,215,50.9,Mid-Market,0,4.2,3,3,2,2,1,1,19,48.9,49.7,0
ACC2442,Manufacturing,431,85.0,Mid-Market,0,4.6,5,1,1,1,0,3,1,30.0,30.3,0
ACC2443,Financial Services,9,0.9,SMB,0,3.5,7,5,2,2,0,1,1,44.7,59.6,0
ACC2444,Retail,593,83.4,Mid-Market,1,7.2,8,1,0,0,0,2,34,29.0,10.1,0
ACC2445,Technology,288,52.0,Mid-Market,0,7.1,6,2,0,1,1,3,9,59.1,45.3,1
ACC2446,Manufacturing,183,40.6,Mid-Market,0,3.2,7,2,0,1,0,0,25,23.2,17.1,0
ACC2447,Retail,3501,306.1,Enterprise,0,7.0,9,2,2,0,0,2,23,65.1,29.6,0
ACC2448,Education,101,12.1,Mid-Market,0,8.6,7,2,1,1,0,0,10,40.4,26.8,0
ACC2449,Manufacturing,144,33.3,Mid-Market,0,9.3,11,3,1,1,0,0,9,43.1,38.9,1
ACC2450,Financial Services,3258,265.7,Enterprise,1,10.0,16,2,0,1,1,3,4,83.9,61.9,1
ACC2451,Healthcare,82,9.4,SMB,0,3.7,3,2,2,0,1,3,1,24.0,46.9,1
ACC2452,Retail,119,28.9,Mid-Market,0,10.0,9,3,2,1,0,2,11,45.2,45.0,0
ACC2453,Healthcare,202,37.2,Mid-Market,0,4.8,9,3,2,0,0,0,17,28.7,31.9,0
ACC2454,Technology,729,90.7,Mid-Market,0,4.3,8,5,2,2,0,2,7,53.7,61.7,1
ACC2455,Education,320,29.2,Mid-Market,0,6.2,17,3,2,0,1,2,0,34.4,70.7,0
ACC2456,Manufacturing,45,3.8,SMB,0,4.3,8,1,1,0,0,0,1,25.6,21.1,0
ACC2457,Manufacturing,122,14.8,Mid-Market,0,6.3,9,1,3,1,0,1,1,32.9,38.1,1
ACC2458,Technology,111,25.5,Mid-Market,0,2.9,8,2,3,1,0,1,10,43.6,39.0,0
ACC2459,Manufacturing,221,33.3,Mid-Market,0,5.0,7,1,1,0,0,0,8,29.5,16.9,0
ACC2460,Financial Services,425,86.0,Mid-Market,0,8.1,15,3,4,1,0,3,6,63.6,66.4,0
ACC2461,Manufacturing,421,99.4,Mid-Market,1,5.4,4,0,0,2,0,1,7,21.6,15.8,0
ACC2462,Technology,24,3.6,SMB,0,5.8,6,1,2,2,1,3,3,52.5,54.4,0
ACC2463,Manufacturing,975,109.7,Mid-Market,1,6.5,12,0,0,2,1,2,16,30.1,41.6,0
ACC2464,Education,339,56.9,Mid-Market,0,7.8,12,3,1,1,0,2,3,39.8,48.6,0
ACC2465,Technology,1480,346.9,Enterprise,0,2.2,7,1,2,0,0,2,10,53.4,25.9,0
ACC2466,Education,435,94.3,Mid-Market,0,6.7,10,2,2,0,1,2,4,37.0,53.1,1
ACC2467,Financial Services,1024,93.4,Enterprise,0,5.0,5,1,2,0,0,2,0,58.6,26.8,0
ACC2468,Retail,448,88.6,Mid-Market,0,5.8,4,2,2,2,0,0,2,34.2,34.3,0
ACC2469,Manufacturing,1408,249.5,Enterprise,0,7.6,7,2,0,1,1,3,33,48.6,37.4,0
ACC2470,Healthcare,482,112.9,Mid-Market,0,3.1,6,1,0,0,0,0,2,25.5,13.9,0
ACC2471,Manufacturing,215,21.7,Mid-Market,0,3.5,8,2,1,2,0,1,1,24.5,39.6,0
ACC2472,Retail,4694,801.7,Enterprise,0,1.6,5,1,2,2,1,1,3,57.7,47.1,1
ACC2473,Financial Services,777,178.3,Mid-Market,1,4.4,7,1,1,0,1,1,21,43.5,29.4,0
ACC2474,Financial Services,515,77.1,Mid-Market,0,8.2,8,4,0,0,1,1,3,64.7,51.5,0
ACC2475,Manufacturing,46,7.4,SMB,0,5.3,6,3,2,1,0,3,5,29.0,45.9,1
ACC2476,Retail,45,4.1,SMB,0,2.8,7,2,0,1,0,1,3,20.7,28.6,0
ACC2477,Manufacturing,357,45.4,Mid-Market,0,4.5,9,2,2,0,0,0,45,29.1,15.1,0
ACC2478,Manufacturing,295,39.9,Mid-Market,0,2.5,5,1,3,2,0,2,89,21.9,5.8,0
ACC2479,Financial Services,110,26.5,Mid-Market,0,3.2,9,2,1,1,1,2,6,44.6,51.8,1
ACC2480,Retail,293,37.5,Mid-Market,0,6.3,7,2,1,2,1,3,15,34.4,53.2,0
ACC2481,Technology,1929,305.5,Enterprise,0,3.2,5,3,1,2,1,3,2,60.7,61.2,0
ACC2482,Healthcare,604,117.2,Mid-Market,0,7.7,10,2,2,3,0,2,4,41.8,53.1,0
ACC2483,Technology,55,5.9,SMB,1,5.4,14,0,2,0,0,1,11,40.4,26.9,0
ACC2484,Financial Services,211,34.3,Mid-Market,0,5.7,1,3,5,0,1,5,3,53.8,66.6,0
ACC2485,Financial Services,85,17.5,SMB,0,4.9,5,1,2,1,0,1,2,50.0,28.0,0
ACC2486,Financial Services,147,33.4,Mid-Market,0,7.0,16,2,1,1,0,1,25,57.5,37.1,0
ACC2487,Manufacturing,142,26.5,Mid-Market,1,7.1,12,1,1,0,0,4,2,24.7,38.2,0
ACC2488,Financial Services,131,25.4,Mid-Market,0,6.2,8,2,1,0,0,0,0,54.7,27.3,0
ACC2489,Financial Services,47,4.8,SMB,0,6.6,9,2,2,0,1,4,13,55.3,54.0,0
ACC2490,Technology,207,49.8,Mid-Market,0,5.1,3,2,4,0,0,2,2,51.8,36.8,0
ACC2491,Financial Services,118,12.1,Mid-Market,0,6.6,5,1,2,1,0,1,5,55.9,26.8,0
ACC2492,Technology,5,1.1,SMB,0,4.8,4,4,0,2,1,1,1,49.0,56.2,0
ACC2493,Technology,3529,441.2,Enterprise,1,5.5,4,1,2,0,1,6,0,71.4,51.7,1
ACC2494,Healthcare,1007,240.4,Enterprise,0,5.0,4,2,1,1,0,4,6,36.4,35.7,0
ACC2495,Manufacturing,150,30.4,Mid-Market,0,4.6,7,1,1,3,1,6,4,27.6,65.3,0
ACC2496,Healthcare,250,52.0,Mid-Market,0,4.1,10,1,0,0,1,4,7,26.8,44.1,0
ACC2497,Financial Services,53,6.2,SMB,0,6.4,16,3,2,2,1,2,33,54.7,66.1,1
ACC2498,Financial Services,2218,344.5,Enterprise,0,8.1,5,2,1,1,0,3,5,79.4,34.6,0
ACC2499,Retail,2882,533.3,Enterprise,1,7.8,9,3,0,1,0,1,9,51.2,35.0,0
ACC2500,Healthcare,299,63.1,Mid-Market,0,3.0,6,2,3,0,0,2,1,23.6,37.7,0
ACC2501,Financial Services,925,90.3,Mid-Market,1,8.1,12,1,1,0,0,0,21,57.0,19.1,0
ACC2502,Technology,307,74.8,Mid-Market,1,4.9,11,2,0,0,1,3,16,41.0,45.0,1
ACC2503,Financial Services,43,9.9,SMB,0,6.7,12,2,2,1,0,1,7,55.6,42.1,0
ACC2504,Financial Services,143,18.0,Mid-Market,0,3.7,7,5,2,2,1,3,2,46.6,79.7,0
ACC2505,Financial Services,290,63.8,Mid-Market,0,5.8,6,1,2,0,0,0,5,54.8,20.5,0
ACC2506,Healthcare,135,22.7,Mid-Market,0,6.1,6,1,4,2,0,0,3,32.4,38.8,0
ACC2507,Healthcare,184,29.2,Mid-Market,0,2.5,3,2,2,0,0,3,52,20.9,12.4,0
ACC2508,Healthcare,217,29.0,Mid-Market,0,6.7,17,4,4,1,0,2,6,35.1,72.3,0
ACC2509,Manufacturing,220,39.3,Mid-Market,0,8.2,8,3,4,1,0,0,5,40.1,47.8,0
ACC2510,Retail,261,53.3,Mid-Market,0,5.2,4,1,0,0,1,3,1,30.5,34.7,0
ACC2511,Manufacturing,61,9.1,SMB,1,8.2,11,2,3,1,0,0,2,27.7,43.6,0
ACC2512,Education,96,17.9,SMB,0,5.1,5,2,1,0,0,0,12,28.7,18.2,1
ACC2513,Technology,46,9.1,SMB,0,7.2,11,1,2,1,1,2,7,57.3,52.4,0
ACC2514,Technology,872,175.2,Mid-Market,0,1.1,11,1,3,0,1,1,4,44.4,49.7,1
ACC2515,Technology,15,1.3,SMB,0,10.0,7,1,2,0,0,1,3,66.3,25.7,1
ACC2516,Healthcare,1096,247.9,Enterprise,0,8.5,7,2,2,0,0,0,2,48.8,29.0,0
ACC2517,Retail,1483,234.2,Enterprise,0,4.9,3,2,1,0,0,3,0,40.3,28.8,1
ACC2518,Technology,165,20.6,Mid-Market,0,1.6,4,4,1,0,0,0,37,39.8,18.7,0
ACC2519,Education,8,1.0,SMB,0,6.1,9,2,1,1,0,2,13,31.3,34.4,0
ACC2520,Technology,152,24.6,Mid-Market,0,2.6,4,2,0,1,0,1,26,43.0,15.2,0
ACC2521,Education,225,51.9,Mid-Market,0,6.4,11,2,2,0,0,3,5,34.2,42.4,0
ACC2522,Financial Services,65,9.4,SMB,0,6.3,10,3,1,0,0,4,20,54.5,40.0,0
ACC2523,Technology,125,25.9,Mid-Market,1,3.6,6,2,4,1,0,4,2,35.1,51.9,0
ACC2524,Financial Services,1788,172.5,Enterprise,0,7.7,11,2,1,2,0,2,7,74.3,44.6,1
ACC2525,Technology,580,93.3,Mid-Market,0,7.1,15,1,1,1,1,4,2,61.7,62.1,1
ACC2526,Technology,73,18.1,SMB,0,7.5,14,1,1,0,1,3,14,58.5,48.2,1
ACC2527,Financial Services,30,6.3,SMB,0,5.5,4,1,0,0,1,6,6,51.5,41.6,1
ACC2528,Retail,159,18.4,Mid-Market,0,2.7,12,3,1,1,0,1,7,21.4,44.1,0
ACC2529,Healthcare,185,30.6,Mid-Market,0,7.5,7,1,1,1,0,2,19,37.5,23.3,0
ACC2530,Financial Services,466,55.8,Mid-Market,1,5.0,4,1,3,1,0,1,13,42.7,26.1,0
ACC2531,Healthcare,122,18.3,Mid-Market,0,2.7,5,3,1,0,0,2,33,21.0,21.8,0
ACC2532,Manufacturing,475,101.0,Mid-Market,0,8.2,7,1,1,1,0,1,5,42.3,25.9,0
ACC2533,Technology,3028,639.2,Enterprise,0,9.7,12,3,2,0,0,1,6,91.9,43.5,0
ACC2534,Financial Services,706,83.9,Mid-Market,0,5.4,7,2,1,1,0,3,9,57.2,36.0,0
ACC2535,Technology,229,54.2,Mid-Market,0,9.8,11,2,1,1,1,3,6,67.5,57.7,1
ACC2536,Technology,192,34.7,Mid-Market,0,5.7,5,4,0,0,0,0,5,53.6,28.8,0
ACC2537,Manufacturing,153,22.1,Mid-Market,0,4.7,7,3,0,0,0,1,4,27.9,29.2,0
ACC2538,Technology,1135,187.6,Enterprise,0,4.2,4,1,1,1,1,2,17,57.0,34.3,0
ACC2539,Healthcare,108,19.7,Mid-Market,0,8.8,5,3,1,0,0,0,7,41.1,26.0,0
ACC2540,Manufacturing,259,45.4,Mid-Market,0,3.9,8,3,1,1,0,2,9,26.2,40.4,0
ACC2541,Technology,261,42.5,Mid-Market,0,7.0,9,2,3,1,1,2,2,58.5,61.2,1
ACC2542,Healthcare,127,21.1,Mid-Market,1,4.4,14,0,0,2,0,1,2,15.7,32.4,0
ACC2543,Technology,41,4.5,SMB,0,4.6,5,3,3,0,1,1,4,48.7,52.6,0
ACC2544,Education,372,81.2,Mid-Market,0,7.6,15,1,0,0,0,7,6,39.4,46.0,1
ACC2545,Financial Services,226,38.9,Mid-Market,0,4.7,5,1,1,0,0,3,0,50.6,25.9,0
ACC2546,Retail,468,47.9,Mid-Market,1,4.7,3,1,1,0,0,6,21,19.7,23.5,0
ACC2547,Healthcare,122,25.7,Mid-Market,0,7.8,13,3,2,1,0,5,23,37.9,54.9,0
ACC2548,Technology,1196,285.3,Enterprise,0,8.7,5,5,3,0,0,2,10,72.4,50.2,0
ACC2549,Healthcare,78,18.8,SMB,0,6.8,7,4,0,0,1,1,3,34.2,50.0,0
ACC2550,Education,2265,323.3,Enterprise,0,4.2,8,1,0,0,0,1,4,44.9,18.9,0
ACC2551,Healthcare,25,2.6,SMB,0,4.5,6,2,1,0,0,0,13,26.1,19.3,0
ACC2552,Retail,430,72.3,Mid-Market,1,5.7,7,0,2,1,1,4,3,22.6,48.1,0
ACC2553,Retail,453,44.9,Mid-Market,1,6.1,11,2,3,0,0,1,9,24.2,38.9,0
ACC2554,Technology,86,20.5,SMB,0,3.5,2,1,2,1,0,4,23,45.4,24.2,0
ACC2555,Technology,424,47.2,Mid-Market,0,6.9,9,2,0,1,0,3,5,59.6,36.6,0
ACC2556,Healthcare,1291,158.8,Enterprise,0,5.7,1,2,1,0,0,2,8,41.3,19.8,0
